State,Dem,Rep,Date,Pollster
OH,44.15,48.54,Nov 02 2016,Trafalgar Group
OH,44,48,Oct 17 2016,CNN/Opinion Research Corp.
OH,41,42,Oct 13 2016,MaristColl
OH,35.03,38.18,Nov 07 2016,Google Consumer Surveys
OH,45,45,Oct 20 2016,SuffolkU
OH,47.04,46,Nov 07 2016,IPSOS
OH,44,39,Oct 21 2016,The Times-Picayune/Lucid
OH,43.2,34.4,Oct 12 2016,Baldwin Wallace University
OH,44,43,Oct 06 2016,PPP
OH,45,45,Oct 29 2016,Emerson College
OH,41,38,Oct 19 2016,UofAkron
OH,45,45,Oct 17 2016,QuinnipiacU
OH,43.2,41.5,Nov 07 2016,YouGov
OH,44,42,Oct 05 2016,MonmouthU
OH,44,42,Oct 05 2016,Anzalone Liszt Grove Research
OH,37,42,Sep 21 2016,FoxNews
OH,39,44,Sep 14 2016,Selzer
OH,46,42,Oct 09 2016,YouGov
OH,44,43,Nov 04 2016,Rasmussen
OH,42,47,Oct 03 2016,QuinnipiacU
OH,43,48,Oct 31 2016,Remington
OH,47,41,Nov 01 2016,Rasmussen
OH,45,43,Nov 03 2016,Rasmussen
OH,42,45,Nov 07 2016,SurveyMonkey
OH,43.2,40.3,Oct 08 2016,TargetSmart/William & Mary
OH,39,41,Sep 23 2016,Greenberg Quinlan Rosner (Democracy Corps)
OH,41,44,Oct 27 2016,Rasmussen
OH,41,46,Sep 14 2016,CNN/Opinion Research Corp.
OH,46,43,Nov 02 2016,Rasmussen
OH,45,43,Oct 13 2016,Emerson College
OH,42,46,Oct 25 2016,Remington
OH,39,42,Sep 15 2016,SuffolkU
OH,46,42,Sep 01 2016,PPP
OH,46.97,45.49,Nov 04 2016,IPSOS
OH,42,43,Sep 25 2016,Gravis Marketing
OH,46,42,Oct 28 2016,Rasmussen
OH,33.35,35.38,Nov 01 2016,Google Consumer Surveys
OH,43,39,Aug 22 2016,MonmouthU
OH,44.85,45.17,Oct 29 2016,IPSOS
OH,43.41,42.75,Oct 22 2016,IPSOS
OH,48,41,Oct 31 2016,Rasmussen
OH,46,39,Sep 11 2016,YouGov
OH,41,44,Oct 26 2016,Rasmussen
OH,40,37,Sep 26 2016,TargetSmart/William & Mary
OH,42,43,Oct 22 2016,Rasmussen
OH,39,35,Aug 09 2016,MaristColl
OH,37,41,Sep 08 2016,QuinnipiacU
OH,46.21,45.98,Nov 03 2016,IPSOS
OH,42.5,43.4,Aug 29 2016,Emerson College
OH,31.5,37.21,Oct 27 2016,Google Consumer Surveys
OH,42,44,Oct 25 2016,Rasmussen
OH,42,43,Oct 24 2016,Rasmussen
OH,40,45,Oct 28 2016,SurveyMonkey
OH,42,46,Nov 05 2016,SurveyMonkey
OH,46,40,Aug 21 2016,YouGov
OH,41,46,Nov 04 2016,SurveyMonkey
OH,33.83,38.97,Oct 21 2016,Google Consumer Surveys
OH,41,44,Oct 18 2016,SurveyMonkey
OH,41,46,Nov 03 2016,SurveyMonkey
OH,42.6,38.6,Jul 21 2016,SuffolkU
OH,41,38,Jul 12 2016,RABA Research
OH,40,45,Nov 01 2016,SurveyMonkey
OH,40,45,Oct 27 2016,SurveyMonkey
OH,42,45,Nov 02 2016,SurveyMonkey
OH,39,42,Jul 25 2016,PPP
OH,41,34,Jun 29 2016,Evolving Strategies
OH,41,44,Oct 31 2016,SurveyMonkey
OH,46.21,42.56,Oct 10 2016,IPSOS
OH,34.87,35.98,Oct 17 2016,Google Consumer Surveys
OH,32.41,35.84,Oct 10 2016,Google Consumer Surveys
OH,40,45,Oct 26 2016,SurveyMonkey
OH,44.36,42.81,Oct 03 2016,IPSOS
OH,46,43,Jul 11 2016,TargetPoint
OH,41,41,Jun 30 2016,Greenberg Quinlan Rosner (Democracy Corps)
OH,49,47.5,Jul 01 2016,Gravis Marketing
OH,36.04,33.55,Oct 05 2016,Google Consumer Surveys
OH,44,40,Jul 17 2016,YouGov
OH,38,33,Jun 06 2016,Zogby
OH,46.34,42.88,Sep 26 2016,IPSOS
OH,37,40,Sep 06 2016,SurveyMonkey
OH,31.94,35.09,Sep 28 2016,Google Consumer Surveys
OH,47.21,43.52,Sep 16 2016,IPSOS
OH,33.76,32.71,Sep 22 2016,Google Consumer Surveys
OH,47.39,45.5,Sep 10 2016,IPSOS
OH,31.14,34.34,Sep 14 2016,Google Consumer Surveys
OH,43.1,45.95,Sep 04 2016,IPSOS
OH,29.08,35.47,Sep 09 2016,Google Consumer Surveys
OH,45.31,38.71,Aug 24 2016,IPSOS
OH,47.24,40.69,Aug 26 2016,IPSOS
OH,28.93,34.5,Sep 09 2016,Google Consumer Surveys
OH,30.73,35.27,Sep 09 2016,Google Consumer Surveys
OH,29.53,33.7,Sep 09 2016,Google Consumer Surveys
OH,50,43,May 05 2016,CNN/Opinion Research Corp.
OH,37,39,May 05 2016,Baldwin Wallace University
OH,45,42,May 02 2016,PPP
OH,44,39,May 23 2016,YouGov
OH,42,44,Feb 24 2016,QuinnipiacU
OH,38,36,Jun 21 2016,QuinnipiacU
OH,44,40,Jun 27 2016,PPP
OH,39,43,May 10 2016,QuinnipiacU
OH,38,35,Jul 13 2016,MaristColl
OH,42.15,42.98,Oct 15 2016,IPSOS
OH,44,42,Aug 09 2016,QuinnipiacU
OH,48,42,May 05 2016,MaristColl
OH,45,40,Mar 11 2016,PPP
OH,36,37,Jul 13 2016,QuinnipiacU
OK,32,57,Nov 08 2016,SurveyMonkey
OK,29.6,59.6,Oct 23 2016,SoonerPoll
OK,29.85,60.78,Nov 07 2016,IPSOS
OK,26.74,43.34,Nov 07 2016,Google Consumer Surveys
OK,26.8,53.4,Nov 07 2016,YouGov
OK,32,56,Nov 07 2016,SurveyMonkey
OK,27.28,47.83,Nov 01 2016,Google Consumer Surveys
OK,35.6,50.9,Sep 17 2016,SoonerPoll
OK,30.59,40.34,Oct 27 2016,Google Consumer Surveys
OK,35.68,52.33,Oct 29 2016,IPSOS
OK,29.68,60.28,Nov 04 2016,IPSOS
OK,27.45,41.34,Oct 21 2016,Google Consumer Surveys
OK,31,57,Nov 05 2016,SurveyMonkey
OK,36.08,51.27,Oct 22 2016,IPSOS
OK,30,57,Oct 28 2016,SurveyMonkey
OK,32,56,Nov 04 2016,SurveyMonkey
OK,32,56,Nov 03 2016,SurveyMonkey
OK,36,51.26,Oct 15 2016,IPSOS
OK,33.66,44.49,Oct 17 2016,Google Consumer Surveys
OK,32,55,Nov 02 2016,SurveyMonkey
OK,31,55,Oct 27 2016,SurveyMonkey
OK,33.48,41.63,Oct 10 2016,Google Consumer Surveys
OK,33.22,53.2,Oct 10 2016,IPSOS
OK,31,54,Nov 01 2016,SurveyMonkey
OK,30,57,Oct 31 2016,SurveyMonkey
OK,28.99,39.64,Oct 05 2016,Google Consumer Surveys
OK,31.34,53.86,Oct 03 2016,IPSOS
OK,32,56,Oct 26 2016,SurveyMonkey
OK,28.6,53,Jul 31 2016,SoonerPoll
OK,26,49,Sep 06 2016,SurveyMonkey
OK,29.57,54.94,Sep 26 2016,IPSOS
OK,22.59,35.91,Sep 28 2016,Google Consumer Surveys
OK,27.82,44.2,Sep 22 2016,Google Consumer Surveys
OK,32.12,53.18,Sep 16 2016,IPSOS
OK,21.6,44.62,Sep 14 2016,Google Consumer Surveys
OK,33.33,52.43,Sep 10 2016,IPSOS
OK,28,48,May 20 2016,Cole Hargrave Snodgrass & Associates
OK,29.34,44.56,Sep 09 2016,Google Consumer Surveys
OK,36.51,48.41,Sep 04 2016,IPSOS
OK,28.72,37.06,Sep 09 2016,Google Consumer Surveys
OK,31.99,54.42,Aug 26 2016,IPSOS
OK,24.4,42.18,Sep 09 2016,Google Consumer Surveys
OK,29.21,58.44,Aug 24 2016,IPSOS
OK,27.28,39.25,Sep 09 2016,Google Consumer Surveys
OR,44,40,Nov 07 2016,Gravis Marketing
OR,50,35,Nov 08 2016,SurveyMonkey
OR,41,34,Nov 01 2016,DavisHibbittsMidghall
OR,48,38,Oct 13 2016,SurveyUSA
OR,44.95,26.36,Nov 07 2016,Google Consumer Surveys
OR,46.72,37.04,Nov 07 2016,IPSOS
OR,46,36,Oct 19 2016,RileyResearch
OR,43.8,36,Nov 07 2016,YouGov
OR,43,36,Oct 18 2016,DavisHibbittsMidghall
OR,45,33,Oct 03 2016,Hoffman Research Group
OR,51,35,Nov 07 2016,SurveyMonkey
OR,47,39,Oct 08 2016,Gravis Marketing
OR,43,28,Sep 13 2016,icitizen
OR,37.6,30.6,Nov 01 2016,Google Consumer Surveys
OR,46.26,37.69,Oct 29 2016,IPSOS
OR,46.76,38.13,Nov 04 2016,IPSOS
OR,38,25,Sep 08 2016,DavisHibbittsMidghall
OR,48.72,25.47,Oct 27 2016,Google Consumer Surveys
OR,51,35,Nov 05 2016,SurveyMonkey
OR,47.73,23.55,Oct 21 2016,Google Consumer Surveys
OR,46.28,37.24,Oct 22 2016,IPSOS
OR,51,36,Nov 04 2016,SurveyMonkey
OR,50,35,Oct 28 2016,SurveyMonkey
OR,43.1,39.7,Jul 27 2016,Clout Research/Wenzel Strategies
OR,51,36,Nov 03 2016,SurveyMonkey
OR,51.33,36,Oct 10 2016,IPSOS
OR,51,36,Nov 02 2016,SurveyMonkey
OR,43.67,24.5,Oct 17 2016,Google Consumer Surveys
OR,51,36,Nov 01 2016,SurveyMonkey
OR,52,33,Oct 27 2016,SurveyMonkey
OR,51,36,Oct 31 2016,SurveyMonkey
OR,48.54,23.82,Oct 10 2016,Google Consumer Surveys
OR,48.42,37.65,Oct 03 2016,IPSOS
OR,48.01,26.47,Oct 05 2016,Google Consumer Surveys
OR,43.63,41.36,Sep 26 2016,IPSOS
OR,51,32,Oct 26 2016,SurveyMonkey
OR,46,32,Jul 07 2016,icitizen
OR,44.19,40.95,Sep 16 2016,IPSOS
OR,47,32,Sep 06 2016,SurveyMonkey
OR,44.09,28.75,Sep 28 2016,Google Consumer Surveys
OR,40.19,28.11,Sep 22 2016,Google Consumer Surveys
OR,42.32,29.77,Sep 14 2016,Google Consumer Surveys
OR,46.76,35.01,Sep 10 2016,IPSOS
OR,38.78,28.36,Sep 09 2016,Google Consumer Surveys
OR,43,32,May 11 2016,DavisHibbittsMidghall
OR,44.3,39.17,Sep 04 2016,IPSOS
OR,42.39,27.93,Sep 09 2016,Google Consumer Surveys
OR,42,44,May 31 2016,Clout Research/Wenzel Strategies
OR,44.92,36.58,Aug 26 2016,IPSOS
OR,37.86,25.34,Sep 09 2016,Google Consumer Surveys
OR,43.38,39.05,Aug 24 2016,IPSOS
OR,45.18,26.09,Sep 09 2016,Google Consumer Surveys
OR,46.96,37.05,Oct 15 2016,IPSOS
OR,46.46,37.41,Nov 03 2016,IPSOS
PA,46,45,Nov 06 2016,Remington
PA,48,44,Nov 04 2016,PPP
PA,45,43,Nov 07 2016,YouGov
PA,47,43,Nov 07 2016,Clarity Campaign Labs
PA,46,40,Nov 07 2016,Gravis Marketing
PA,46,43,Nov 08 2016,SurveyMonkey
PA,48,44,Nov 02 2016,CNN/Opinion Research Corp.
PA,46.51,48.43,Nov 07 2016,Trafalgar Group
PA,46,39,Oct 27 2016,SienaColl
PA,48,43,Nov 02 2016,QuinnipiacU
PA,45,43,Nov 02 2016,SusquehannaPolling
PA,49,38,Nov 01 2016,FranklinMarshallColl
PA,44,40,Nov 05 2016,MuhlenbergColl
PA,46,46,Nov 04 2016,Harper Polling
PA,48,44,Nov 02 2016,MonmouthU
PA,44,46,Nov 07 2016,Rasmussen
PA,48,43,Oct 28 2016,Emerson College
PA,48,39,Oct 13 2016,Selzer
PA,37.69,37.29,Nov 07 2016,Google Consumer Surveys
PA,45,39,Oct 28 2016,MuhlenbergColl
PA,48,40,Oct 30 2016,YouGov
PA,47,38,Oct 21 2016,The Times-Picayune/Lucid
PA,48.2,45.19,Nov 07 2016,IPSOS
PA,49,37,Oct 09 2016,MaristColl
PA,47,41,Oct 17 2016,QuinnipiacU
PA,47,45,Nov 04 2016,Gravis Marketing
PA,45,41,Oct 19 2016,Emerson College
PA,47,46,Nov 03 2016,Gravis Marketing
PA,42.7,41.2,Nov 07 2016,YouGov
PA,50,40,Oct 04 2016,MonmouthU
PA,44,40,Oct 10 2016,SusquehannaPolling
PA,45,44,Sep 26 2016,CNN/Opinion Research Corp.
PA,48,42,Nov 04 2016,Rasmussen
PA,47,38,Oct 04 2016,FranklinMarshallColl
PA,45,39,Sep 29 2016,PPP
PA,47,44,Oct 31 2016,Gravis Marketing
PA,40,38,Sep 24 2016,MuhlenbergColl
PA,45,41,Oct 03 2016,QuinnipiacU
PA,45,43,Oct 31 2016,Remington
PA,42,41,Sep 26 2016,MercyhurstUniversity
PA,47,42,Nov 07 2016,SurveyMonkey
PA,43,44,Nov 01 2016,Rasmussen
PA,46,43,Nov 03 2016,Rasmussen
PA,48,40,Oct 09 2016,YouGov
PA,46,38,Sep 23 2016,Greenberg Quinlan Rosner (Democracy Corps)
PA,47,40,Oct 27 2016,Rasmussen
PA,45,44,Nov 02 2016,Rasmussen
PA,46,40,Sep 14 2016,GBA Strategies
PA,45,43,Sep 26 2016,Harper Polling
PA,45,42,Oct 25 2016,Remington
PA,48.15,44.04,Nov 04 2016,IPSOS
PA,48,40,Aug 30 2016,MonmouthU
PA,47,40,Oct 28 2016,Rasmussen
PA,48.03,45.87,Oct 29 2016,IPSOS
PA,36.86,39.45,Nov 01 2016,Google Consumer Surveys
PA,44,42,Oct 31 2016,Rasmussen
PA,40,32,Sep 17 2016,MuhlenbergColl
PA,47,42,Sep 07 2016,PPP
PA,45,40,Sep 01 2016,FranklinMarshallColl
PA,48,40,Oct 26 2016,Rasmussen
PA,44,41,Oct 22 2016,Rasmussen
PA,49.13,38.7,Oct 22 2016,IPSOS
PA,45.9,42.7,Aug 29 2016,Emerson College
PA,45,37,Sep 04 2016,YouGov
PA,45,36,Aug 09 2016,MaristColl
PA,46.13,41.91,Oct 15 2016,IPSOS
PA,47.57,44.89,Nov 03 2016,IPSOS
PA,45,40,Oct 25 2016,Rasmussen
PA,39.02,38.79,Oct 27 2016,Google Consumer Surveys
PA,45,41,Oct 24 2016,Rasmussen
PA,47,42,Oct 28 2016,SurveyMonkey
PA,44,39,Sep 08 2016,QuinnipiacU
PA,46,43,Nov 05 2016,SurveyMonkey
PA,46,37,Jul 28 2016,SuffolkU
PA,46,43,Sep 26 2016,Gravis Marketing
PA,48,43,Sep 01 2016,PPP
PA,46,43,Nov 04 2016,SurveyMonkey
PA,47,42,Nov 03 2016,SurveyMonkey
PA,46,40,Oct 18 2016,SurveyMonkey
PA,48,42,Nov 02 2016,SurveyMonkey
PA,49,41,Nov 01 2016,SurveyMonkey
PA,48,42,Oct 27 2016,SurveyMonkey
PA,46,37,Aug 08 2016,SusquehannaPolling
PA,36.67,35.97,Oct 21 2016,Google Consumer Surveys
PA,49,41,Oct 31 2016,SurveyMonkey
PA,46,32,Jun 29 2016,Evolving Strategies
PA,49.34,42.79,Oct 10 2016,IPSOS
PA,49,36,Aug 04 2016,FranklinMarshallColl
PA,38.86,36.06,Oct 17 2016,Google Consumer Surveys
PA,45.23,42.35,Oct 03 2016,IPSOS
PA,39.65,33.6,Oct 10 2016,Google Consumer Surveys
PA,48,42,Oct 26 2016,SurveyMonkey
PA,45,41,Jul 11 2016,TargetPoint
PA,45,36,Jun 30 2016,Greenberg Quinlan Rosner (Democracy Corps)
PA,37.4,37.06,Oct 05 2016,Google Consumer Surveys
PA,45.69,46.46,Sep 26 2016,IPSOS
PA,41,38,Sep 06 2016,SurveyMonkey
PA,35.11,35.75,Sep 28 2016,Google Consumer Surveys
PA,46.11,43.81,Sep 16 2016,IPSOS
PA,44,44,Apr 24 2016,FoxNews
PA,34.81,36.05,Sep 22 2016,Google Consumer Surveys
PA,49.12,44.29,Sep 10 2016,IPSOS
PA,43,35,Jul 13 2016,MaristColl
PA,49.5,48,Jul 01 2016,Gravis Marketing
PA,33.59,36.18,Sep 14 2016,Google Consumer Surveys
PA,48.05,41.77,Sep 04 2016,IPSOS
PA,45.79,45.28,Aug 24 2016,IPSOS
PA,33,34.57,Sep 09 2016,Google Consumer Surveys
PA,49.83,43.29,Aug 26 2016,IPSOS
PA,36.18,35.21,Sep 09 2016,Google Consumer Surveys
PA,37.04,32.82,Sep 09 2016,Google Consumer Surveys
PA,40.37,30.59,Sep 09 2016,Google Consumer Surveys
PA,43,35,May 05 2016,MercyhurstUniversity
PA,46,33,Mar 24 2016,FranklinMarshallColl
PA,45,40,Jun 02 2016,Harper Polling
PA,43.4,44.3,Sep 19 2016,Robert Morris University
PA,34,40,Jul 13 2016,QuinnipiacU
PA,46,42,Jun 27 2016,PPP
PA,48,39,Aug 09 2016,QuinnipiacU
PA,41,40,Jun 09 2016,PPP
PA,39,36,Jun 21 2016,QuinnipiacU
PA,43,42,May 10 2016,QuinnipiacU
PA,45,42,Aug 01 2016,PPP
PA,45,42,Apr 06 2016,QuinnipiacU
PA,54,39,May 18 2016,MaristColl
RI,48,36,Nov 08 2016,SurveyMonkey
RI,52,32,Oct 06 2016,Emerson College
RI,49,36,Nov 07 2016,SurveyMonkey
RI,47,29.2,Nov 07 2016,YouGov
RI,40.69,23.1,Nov 07 2016,Google Consumer Surveys
RI,38.44,36.63,Nov 01 2016,Google Consumer Surveys
RI,44,41,Sep 07 2016,Emerson College
RI,48,37,Oct 28 2016,SurveyMonkey
RI,46.65,28.26,Oct 27 2016,Google Consumer Surveys
RI,49,36,Nov 05 2016,SurveyMonkey
RI,45.07,32.76,Oct 21 2016,Google Consumer Surveys
RI,49,38,Nov 04 2016,SurveyMonkey
RI,48,38,Nov 03 2016,SurveyMonkey
RI,49,36,Nov 02 2016,SurveyMonkey
RI,49,37,Oct 27 2016,SurveyMonkey
RI,49,36,Nov 01 2016,SurveyMonkey
RI,49,36,Oct 31 2016,SurveyMonkey
RI,57.33,13.05,Oct 17 2016,Google Consumer Surveys
RI,52.2,25.04,Oct 10 2016,Google Consumer Surveys
RI,49,37,Oct 26 2016,SurveyMonkey
RI,44.76,28.48,Oct 05 2016,Google Consumer Surveys
RI,41,33,Sep 06 2016,SurveyMonkey
RI,42.37,22.99,Sep 28 2016,Google Consumer Surveys
RI,46.4,30.9,Sep 22 2016,Google Consumer Surveys
RI,37.65,30.19,Sep 14 2016,Google Consumer Surveys
RI,41.18,23.5,Sep 09 2016,Google Consumer Surveys
RI,38.94,19.93,Sep 09 2016,Google Consumer Surveys
RI,44.22,18.48,Sep 09 2016,Google Consumer Surveys
RI,34.17,27.03,Sep 09 2016,Google Consumer Surveys
SC,43,48,Nov 07 2016,Gravis Marketing
SC,43,47,Nov 08 2016,SurveyMonkey
SC,36,47,Nov 07 2016,Starboard Communications
SC,31.91,45.52,Nov 07 2016,Google Consumer Surveys
SC,43.61,49.43,Nov 07 2016,IPSOS
SC,35.6,46.6,Nov 07 2016,YouGov
SC,38,42,Sep 29 2016,WinthropU
SC,44,46,Nov 07 2016,SurveyMonkey
SC,37.57,53,Sep 14 2016,Trafalgar Group
SC,38,50,Sep 06 2016,First Tuesday Strategies
SC,31.9,38.15,Nov 01 2016,Google Consumer Surveys
SC,35,48,Sep 13 2016,Starboard Communications
SC,43.53,48.62,Oct 29 2016,IPSOS
SC,39,39,Aug 24 2016,Feldman Group
SC,39,41,Aug 11 2016,PPP
SC,44.27,49.19,Nov 04 2016,IPSOS
SC,30.14,40.94,Oct 27 2016,Google Consumer Surveys
SC,43,46,Oct 28 2016,SurveyMonkey
SC,43,46,Nov 05 2016,SurveyMonkey
SC,43.67,50.89,Oct 22 2016,IPSOS
SC,29.2,45.11,Oct 21 2016,Google Consumer Surveys
SC,43,47,Nov 04 2016,SurveyMonkey
SC,43,47,Nov 03 2016,SurveyMonkey
SC,45.97,48.85,Oct 15 2016,IPSOS
SC,44,45,Nov 02 2016,SurveyMonkey
SC,43,45,Nov 01 2016,SurveyMonkey
SC,37,41,Aug 21 2016,Gravis Marketing
SC,43,45,Oct 27 2016,SurveyMonkey
SC,42,46,Oct 31 2016,SurveyMonkey
SC,29.99,44.27,Oct 17 2016,Google Consumer Surveys
SC,44.41,49,Oct 03 2016,IPSOS
SC,42.92,49.66,Sep 26 2016,IPSOS
SC,31.38,45.47,Oct 10 2016,Google Consumer Surveys
SC,43,45,Oct 26 2016,SurveyMonkey
SC,29.83,40.78,Oct 05 2016,Google Consumer Surveys
SC,43.47,50.55,Sep 16 2016,IPSOS
SC,28.3,45.73,Sep 28 2016,Google Consumer Surveys
SC,33.23,40.95,Sep 22 2016,Google Consumer Surveys
SC,44.55,48.91,Sep 10 2016,IPSOS
SC,38,45,Sep 06 2016,SurveyMonkey
SC,30.53,39.13,Sep 14 2016,Google Consumer Surveys
SC,45.14,48.14,Sep 04 2016,IPSOS
SC,30.31,40.17,Sep 09 2016,Google Consumer Surveys
SC,45.82,45.72,Aug 26 2016,IPSOS
SC,31.75,41.66,Sep 09 2016,Google Consumer Surveys
SC,41.09,50.04,Aug 24 2016,IPSOS
SC,27.1,39.4,Sep 09 2016,Google Consumer Surveys
SC,30.09,39.17,Sep 09 2016,Google Consumer Surveys
SC,41,44,Dec 07 2015,Morning Consult
SC,42,47,Nov 19 2015,PPP
SC,44.02,48.32,Nov 03 2016,IPSOS
SC,46.67,48.25,Oct 10 2016,IPSOS
SD,37,48,Oct 25 2016,Remington
SD,32,53,Nov 08 2016,SurveyMonkey
SD,35,49,Oct 31 2016,NielsonBros
SD,37,44,Oct 25 2016,MasonDixon
SD,31,53,Nov 07 2016,SurveyMonkey
SD,35.48,36.34,Nov 07 2016,Google Consumer Surveys
SD,31.3,49.6,Nov 07 2016,YouGov
SD,32.76,49.64,Oct 22 2016,IPSOS
SD,19.54,43.31,Nov 01 2016,Google Consumer Surveys
SD,29.92,41.88,Oct 27 2016,Google Consumer Surveys
SD,30,53,Oct 28 2016,SurveyMonkey
SD,30,53,Nov 05 2016,SurveyMonkey
SD,31,52,Nov 04 2016,SurveyMonkey
SD,28.25,44.01,Oct 21 2016,Google Consumer Surveys
SD,29,53,Nov 03 2016,SurveyMonkey
SD,32,53,Oct 27 2016,SurveyMonkey
SD,34.02,48.01,Oct 15 2016,IPSOS
SD,27,52,Nov 02 2016,SurveyMonkey
SD,27,53,Nov 01 2016,SurveyMonkey
SD,28.56,38.29,Oct 17 2016,Google Consumer Surveys
SD,35.73,45.45,Oct 10 2016,IPSOS
SD,29,55,Oct 31 2016,SurveyMonkey
SD,32,52,Oct 26 2016,SurveyMonkey
SD,31.67,46.8,Oct 03 2016,IPSOS
SD,32.71,36.87,Oct 10 2016,Google Consumer Surveys
SD,29,43,Sep 06 2016,SurveyMonkey
SD,28.31,51.61,Sep 26 2016,IPSOS
SD,36.16,37.36,Oct 05 2016,Google Consumer Surveys
SD,29.11,31.07,Sep 28 2016,Google Consumer Surveys
SD,31.03,30.11,Sep 22 2016,Google Consumer Surveys
SD,22.75,43,Sep 14 2016,Google Consumer Surveys
SD,35.35,34.63,Sep 09 2016,Google Consumer Surveys
SD,27.93,38.56,Sep 09 2016,Google Consumer Surveys
SD,33.23,25.56,Sep 09 2016,Google Consumer Surveys
SD,24.68,34.67,Sep 09 2016,Google Consumer Surveys
SD,29.45,52.16,Nov 07 2016,IPSOS
SD,28.45,47.2,Nov 03 2016,IPSOS
TN,41,49,Nov 08 2016,SurveyMonkey
TN,34.21,44.33,Nov 07 2016,Google Consumer Surveys
TN,36.33,49.76,Nov 07 2016,IPSOS
TN,34,44,Oct 20 2016,icitizen
TN,33.9,48.3,Nov 07 2016,YouGov
TN,33,44,Oct 06 2016,Vanderbilt University
TN,38,50,Oct 04 2016,MiddleTennStateU
TN,40,49,Nov 07 2016,SurveyMonkey
TN,31.36,42.27,Nov 01 2016,Google Consumer Surveys
TN,35.18,49.82,Nov 04 2016,IPSOS
TN,35.41,42.95,Oct 29 2016,IPSOS
TN,27.65,43.8,Oct 27 2016,Google Consumer Surveys
TN,34.69,44.35,Oct 22 2016,IPSOS
TN,41,49,Nov 05 2016,SurveyMonkey
TN,26.92,44.64,Oct 21 2016,Google Consumer Surveys
TN,41,49,Nov 04 2016,SurveyMonkey
TN,34.58,47.28,Oct 15 2016,IPSOS
TN,38,51,Oct 28 2016,SurveyMonkey
TN,41,50,Nov 03 2016,SurveyMonkey
TN,31.08,43,Oct 17 2016,Google Consumer Surveys
TN,40,51,Nov 02 2016,SurveyMonkey
TN,33.86,48.57,Oct 10 2016,IPSOS
TN,38,50,Oct 27 2016,SurveyMonkey
TN,38,51,Nov 01 2016,SurveyMonkey
TN,30,47,Aug 02 2016,icitizen
TN,33.28,43.35,Oct 10 2016,Google Consumer Surveys
TN,39,51,Oct 31 2016,SurveyMonkey
TN,35.1,47.07,Oct 03 2016,IPSOS
TN,31.62,42.73,Oct 05 2016,Google Consumer Surveys
TN,38,49,Oct 26 2016,SurveyMonkey
TN,31,51,Sep 06 2016,SurveyMonkey
TN,33.39,47.02,Sep 26 2016,IPSOS
TN,25.38,47.7,Sep 28 2016,Google Consumer Surveys
TN,35,44,May 20 2016,PrincetonSurvey
TN,26.46,49.74,Sep 16 2016,IPSOS
TN,28.63,41.49,Sep 22 2016,Google Consumer Surveys
TN,27.91,48.53,Sep 10 2016,IPSOS
TN,23.92,49.08,Sep 14 2016,Google Consumer Surveys
TN,31.48,49.44,Sep 04 2016,IPSOS
TN,30.55,43.66,Sep 09 2016,Google Consumer Surveys
TN,32.71,45.65,Aug 26 2016,IPSOS
TN,27.05,44.62,Sep 09 2016,Google Consumer Surveys
TN,35.51,42.91,Aug 24 2016,IPSOS
TN,25.93,46.25,Sep 09 2016,Google Consumer Surveys
TN,24.83,41.48,Sep 09 2016,Google Consumer Surveys
TN,34.46,50.09,Nov 03 2016,IPSOS
TX,40,49,Nov 03 2016,MaristColl
TX,43,46,Nov 08 2016,SurveyMonkey
TX,34.5,49.2,Nov 03 2016,Emerson College
TX,39.39,51.53,Nov 01 2016,Dixie Strategies
TX,43,46,Oct 23 2016,YouGov
TX,38,45,Oct 26 2016,Crosswind Media & Public Relations
TX,38,41,Oct 18 2016,University of Houston
TX,43,47,Oct 14 2016,SurveyUSA
TX,32.29,42.48,Nov 07 2016,Google Consumer Surveys
TX,39.3,48.75,Nov 07 2016,IPSOS
TX,36.8,44.7,Nov 07 2016,YouGov
TX,42,45,Oct 27 2016,YouGov
TX,42,47,Nov 07 2016,SurveyMonkey
TX,37.95,44.87,Oct 05 2016,Dixie Strategies
TX,32,39,Sep 15 2016,TexasLyceum
TX,36.1,42.4,Sep 13 2016,Emerson College
TX,39.55,49.4,Nov 04 2016,IPSOS
TX,38,44,Aug 16 2016,PPP
TX,31.53,43.03,Nov 01 2016,Google Consumer Surveys
TX,33.95,48.36,Oct 29 2016,IPSOS
TX,39.04,52.23,Oct 22 2016,IPSOS
TX,39.31,49.09,Nov 03 2016,IPSOS
TX,30.24,43.55,Oct 27 2016,Google Consumer Surveys
TX,40,47,Oct 28 2016,SurveyMonkey
TX,42,47,Nov 05 2016,SurveyMonkey
TX,31.57,57,Oct 15 2016,IPSOS
TX,42,47,Nov 04 2016,SurveyMonkey
TX,33.31,40.79,Oct 21 2016,Google Consumer Surveys
TX,35.46,46.27,Aug 11 2016,Dixie Strategies
TX,33.59,50.14,Oct 10 2016,IPSOS
TX,42,46,Nov 03 2016,SurveyMonkey
TX,42,44,Oct 18 2016,SurveyMonkey
TX,41,47,Nov 02 2016,SurveyMonkey
TX,41,47,Nov 01 2016,SurveyMonkey
TX,40,47,Oct 27 2016,SurveyMonkey
TX,29.7,36.8,Jun 23 2016,Leland Beatty
TX,42,46,Oct 31 2016,SurveyMonkey
TX,29.79,41.49,Oct 17 2016,Google Consumer Surveys
TX,32.9,48.31,Oct 03 2016,IPSOS
